account_id,in_degree,out_degree,in_strength,out_strength,tx_sent,tx_received,in_out_ratio,strength_ratio,pagerank,betweenness_centrality,clustering_coefficient
A1133,99,102,38385.55,42798.98,102,99,0.9612,0.8969,0.00049041,0.00026957,0.095784
A1374,98,106,36211.68,43528.44,106,98,0.9159,0.8319,0.00049033,0.0004239,0.099606
A1547,99,102,40743.99,42526.12,102,99,0.9612,0.9581,0.00049033,0.00010006,0.095187
A1534,99,117,38809.25,46792.5,117,99,0.839,0.8294,0.00049027,0.00044526,0.098278
A1671,99,106,38672.55,37639.82,106,99,0.9252,1.0274,0.00049014,0.00019194,0.095057
A350,101,108,42664.47,40322.13,108,101,0.9266,1.0581,0.00048997,0.00025483,0.094119
A1687,100,125,35690.3,52189.24,125,100,0.7937,0.6839,0.00048984,0.00026567,0.100286
A1108,102,108,35497.19,45789.92,108,102,0.9358,0.7752,0.00048979,0.00013978,0.095463
A1084,99,105,41443.45,41208.97,105,99,0.934,1.0057,0.00048973,0.00018663,0.096959
A464,99,106,39611.49,41547.19,106,99,0.9252,0.9534,0.00048973,0.00051525,0.092635
A472,100,84,38552.76,34608.05,84,100,1.1765,1.114,0.0004897,0.00046163,0.092315
A1404,97,97,37854.15,47698.16,97,97,0.9898,0.7936,0.00048969,0.00068686,0.09349
A1703,102,111,38624.66,37613.03,111,102,0.9107,1.0269,0.00048966,0.00031552,0.097644
A885,98,99,37947.65,38423.74,99,98,0.98,0.9876,0.00048961,0.00049465,0.093268
A740,96,108,39313.23,41386.15,108,96,0.8807,0.9499,0.00048956,0.00045468,0.094317
A1037,104,104,50950.45,48361.82,104,104,0.9905,1.0535,0.00048952,0.00051407,0.098264
A1524,97,97,39883.62,39559.76,97,97,0.9898,1.0082,0.00048951,0.0002677,0.09349
A1316,97,103,41317.13,42440.96,103,97,0.9327,0.9735,0.00048945,0.00076265,0.094281
A684,98,98,38581.77,40710.15,98,98,0.9899,0.9477,0.00048942,0.00076003,0.097707
A1984,96,97,35697.8,40907.5,97,96,0.9796,0.8726,0.00048939,0.00066338,0.095049
A928,101,100,37293.01,35358.6,100,101,1.0,1.0547,0.0004891,0.00038914,0.094668
A355,99,86,38909.46,35805.58,86,99,1.1379,1.0867,0.0004891,0.00040097,0.098572
A1414,97,104,36353.25,46504.4,104,97,0.9238,0.7817,0.00048903,0.00066086,0.094848
A1560,95,92,36277.64,37791.01,92,95,1.0215,0.96,0.0004889,0.00045511,0.098613
A1769,94,79,38559.4,33183.48,79,94,1.175,1.162,0.00048886,0.00068786,0.093599
A1183,96,99,39823.66,42255.72,99,96,0.96,0.9424,0.00048882,0.00010292,0.091919
A210,98,111,44389.36,55028.79,111,98,0.875,0.8067,0.00048878,0.0007791,0.093627
A304,98,104,43675.29,50425.06,104,98,0.9333,0.8661,0.00048874,0.00022657,0.096798
A1836,99,127,41250.75,55068.33,127,99,0.7734,0.7491,0.00048874,0.00051896,0.095994
A964,98,108,34059.64,42011.04,108,98,0.8991,0.8107,0.00048847,0.00028498,0.094244
A729,98,105,41320.64,42852.58,105,98,0.9245,0.9643,0.00048846,0.00032871,0.092311
A584,99,103,33148.4,41274.25,103,99,0.9519,0.8031,0.00048845,0.00023247,0.094404
A133,102,98,37588.03,39351.31,98,102,1.0303,0.9552,0.00048844,0.00032662,0.096368
A647,96,92,29232.52,37352.7,92,96,1.0323,0.7826,0.00048843,0.00034209,0.096351
A1878,99,101,38761.36,41713.81,101,99,0.9706,0.9292,0.00048838,0.00080234,0.09456
A320,99,91,37292.66,40383.21,91,99,1.0761,0.9235,0.00048821,0.00036258,0.095959
A1867,98,98,45707.56,39601.82,98,98,0.9899,1.1542,0.0004882,0.00057184,0.093957
A1851,100,112,35317.28,44443.84,112,100,0.885,0.7946,0.00048808,0.00054826,0.095628
A935,97,95,41724.96,35867.09,95,97,1.0104,1.1633,0.00048803,0.00019672,0.093076
A1503,99,98,35638.25,37872.49,98,99,1.0,0.941,0.000488,0.00032106,0.096364
A1120,95,100,35671.52,35851.4,100,95,0.9406,0.995,0.00048799,0.00063229,0.0974
A700,98,113,45063.7,47250.44,113,98,0.8596,0.9537,0.00048793,0.00073632,0.099154
A602,98,112,34332.55,44089.27,112,98,0.8673,0.7787,0.00048781,0.00024273,0.09308
A1653,98,111,39424.7,46260.19,111,98,0.875,0.8522,0.00048779,0.00030512,0.090686
A1178,100,93,39840.36,35722.09,93,100,1.0638,1.1153,0.00048776,0.00050786,0.092179
A1385,98,106,39937.12,39438.49,106,98,0.9159,1.0126,0.0004876,0.00043982,0.094945
A455,99,86,40585.63,33681.17,86,99,1.1379,1.205,0.00048759,0.00070977,0.088331
A296,97,103,38379.95,36391.96,103,97,0.9327,1.0546,0.0004875,0.00022379,0.093381
A1757,97,76,38560.41,31410.89,76,97,1.2597,1.2276,0.00048748,0.00030725,0.093527
A713,98,87,38691.26,34579.28,87,98,1.1136,1.1189,0.00048748,0.00020109,0.095455
A1003,96,115,37519.39,48899.53,115,96,0.8276,0.7673,0.00048747,0.0002375,0.098754
A1627,101,107,49190.72,37682.83,107,101,0.9352,1.3054,0.00048743,0.00085511,0.095797
A952,97,106,38558.54,45200.87,106,97,0.9065,0.853,0.00048741,0.00039818,0.097013
A335,97,89,39762.79,37832.06,89,97,1.0778,1.051,0.00048741,0.00016049,0.094289
A20,98,100,40409.8,39306.32,100,98,0.9703,1.0281,0.00048736,0.00012097,0.097004
A1596,93,106,36777.03,40857.39,106,93,0.8692,0.9001,0.00048725,0.00055305,0.097162
A1605,96,87,39364.73,31349.03,87,96,1.0909,1.2557,0.00048722,0.00049429,0.097632
A876,100,94,40320.94,37921.7,94,100,1.0526,1.0633,0.00048711,0.00050333,0.091714
A1828,96,89,33548.56,38570.91,89,96,1.0667,0.8698,0.0004871,0.00052912,0.09786
A274,98,86,40448.94,32682.98,86,98,1.1264,1.2376,0.000487,0.00033212,0.09367
A1050,97,107,41138.28,41956.42,107,97,0.8981,0.9805,0.00048692,0.00066808,0.099531
A1272,99,98,40453.98,36193.6,98,99,1.0,1.1177,0.00048687,0.00022805,0.095915
A1251,99,85,40797.2,39093.18,85,99,1.1512,1.0436,0.00048684,0.00052187,0.092236
A864,97,108,36159.1,45377.59,108,97,0.8899,0.7968,0.00048679,0.00096322,0.092731
A1606,99,113,39123.73,47323.13,113,99,0.8684,0.8267,0.00048678,0.00020189,0.095142
A426,101,93,47243.27,33392.38,93,101,1.0745,1.4148,0.00048674,0.00038748,0.094518
A1686,96,91,41407.74,36953.28,91,96,1.0435,1.1205,0.00048665,0.00063494,0.095519
A99,103,97,42248.51,34619.92,97,103,1.051,1.2204,0.00048662,0.00020044,0.091467
A1796,99,118,40635.14,48619.98,118,99,0.8319,0.8358,0.00048659,0.0003488,0.096108
A662,94,91,38720.49,31437.9,91,94,1.0217,1.2317,0.00048659,0.0005794,0.096109
A618,98,109,40402.1,44178.71,109,98,0.8909,0.9145,0.00048651,0.00053085,0.093721
A1010,98,105,40439.53,44346.56,105,98,0.9245,0.9119,0.0004865,0.00043492,0.094687
A1465,98,93,40781.21,33355.63,93,98,1.0426,1.2226,0.00048647,0.00053927,0.099201
A1545,97,83,36286.83,35825.12,83,97,1.1548,1.0129,0.00048634,0.00038619,0.096083
A559,99,90,35428.33,38407.4,90,99,1.0879,0.9224,0.00048632,0.00060802,0.095909
A1928,98,101,38442.36,66018.85,101,98,0.9608,0.5823,0.0004863,0.00041113,0.101317
A1525,95,102,35676.25,42312.46,102,95,0.9223,0.8432,0.00048625,0.00063468,0.095986
A1015,98,83,40267.81,32361.4,83,98,1.1667,1.2443,0.00048622,0.00061125,0.094466
A1895,98,102,35447.79,42368.56,102,98,0.9515,0.8367,0.00048621,0.00019515,0.091114
A1546,97,100,41728.02,40673.04,100,97,0.9604,1.0259,0.00048613,0.0008474,0.094301
A474,95,104,40735.57,43806.14,104,95,0.9048,0.9299,0.00048608,0.00078133,0.094379
A273,99,108,39021.53,42673.6,108,99,0.9083,0.9144,0.00048603,0.00030492,0.097066
A64,99,93,60014.09,62204.19,93,99,1.0532,0.9648,0.00048597,0.00029519,0.09515
A703,96,100,33654.96,43201.93,100,96,0.9505,0.779,0.00048597,0.00027348,0.093139
A1451,95,99,38997.59,46832.58,99,95,0.95,0.8327,0.00048589,0.00027486,0.092559
A485,95,82,42501.0,40544.8,82,95,1.1446,1.0482,0.00048587,0.00029301,0.092957
A884,97,92,36953.76,38399.97,92,97,1.043,0.9623,0.00048574,0.00037701,0.091433
A1877,98,102,41725.3,38352.48,102,98,0.9515,1.0879,0.00048569,0.00027049,0.094834
A1837,96,98,39732.01,39967.29,98,96,0.9697,0.9941,0.00048545,0.00079376,0.095745
A1611,99,98,37653.96,37024.88,98,99,1.0,1.017,0.00048539,0.00027226,0.09884
A1807,99,102,38829.17,41902.4,102,99,0.9612,0.9267,0.0004852,0.00078011,0.094225
A1161,98,116,35689.54,47523.6,116,98,0.8376,0.751,0.00048517,0.00038176,0.099107
A264,95,116,35638.66,43885.35,116,95,0.812,0.8121,0.00048507,0.00075589,0.095513
A293,100,113,41152.73,50529.13,113,100,0.8772,0.8144,0.000485,0.00056999,0.098571
A142,98,97,38427.44,35694.98,97,98,1.0,1.0766,0.000485,0.00050405,0.095598
A1054,100,107,43842.73,42338.53,107,100,0.9259,1.0355,0.00048497,0.00038658,0.096273
A1244,98,104,73631.04,56381.15,104,98,0.9333,1.306,0.00048493,0.00030797,0.096742
A542,98,94,37162.16,34733.08,94,98,1.0316,1.0699,0.0004848,0.00030447,0.093557
A1233,99,116,41233.7,45277.72,116,99,0.8462,0.9107,0.00048479,0.00095474,0.097178
A416,102,97,39186.89,40787.68,97,102,1.0408,0.9608,0.00048471,0.00046454,0.095797
A1775,97,91,39218.67,35935.33,91,97,1.0543,1.0914,0.00048471,0.00069838,0.094221
A179,97,109,38778.88,43165.04,109,97,0.8818,0.8984,0.00048467,0.0006363,0.092858
A113,97,107,64855.03,75746.6,107,97,0.8981,0.8562,0.00048467,0.00031882,0.094074
A215,98,102,39103.74,41265.54,102,98,0.9515,0.9476,0.00048465,0.00074573,0.091636
A1199,93,88,34173.68,35863.76,88,93,1.0449,0.9529,0.00048463,0.00038174,0.094745
A1379,99,97,35950.21,36200.4,97,99,1.0102,0.9931,0.00048463,0.00032478,0.096679
A235,96,94,37319.55,49249.2,94,96,1.0105,0.7578,0.00048458,0.00081805,0.097517
A1842,98,116,56489.25,65042.3,116,98,0.8376,0.8685,0.00048458,0.00084316,0.095174
A906,94,88,36196.23,40306.93,88,94,1.0562,0.898,0.00048457,0.00036662,0.097143
A1785,95,115,39853.38,45591.05,115,95,0.819,0.8741,0.00048449,0.00081137,0.093781
A1802,95,107,36538.63,43259.76,107,95,0.8796,0.8446,0.00048438,0.00011315,0.092251
A1106,95,85,34941.9,31943.26,85,95,1.1047,1.0939,0.00048428,0.000166,0.096891
A1459,97,85,41404.81,35826.0,85,97,1.1279,1.1557,0.00048422,0.00018761,0.099476
A1688,95,90,43440.48,38513.57,90,95,1.044,1.1279,0.00048418,0.00045568,0.092303
A452,95,99,40175.51,38715.8,99,95,0.95,1.0377,0.00048411,0.00035777,0.096774
A240,97,97,37250.81,41936.01,97,97,0.9898,0.8883,0.00048408,0.00047063,0.094975
A1737,99,91,36214.13,33825.68,91,99,1.0761,1.0706,0.00048407,0.00026703,0.095469
A694,96,113,43542.08,48856.12,113,96,0.8421,0.8912,0.00048385,0.00084598,0.095255
A1788,100,97,38898.86,38940.9,97,100,1.0204,0.9989,0.00048383,0.00066907,0.095854
A23,97,91,37835.94,41346.09,91,97,1.0543,0.9151,0.00048382,8.915e-05,0.095764
A1608,95,117,35077.31,47520.99,117,95,0.8051,0.7381,0.00048375,0.00052827,0.097926
A1656,98,93,37746.05,38749.39,93,98,1.0426,0.9741,0.00048375,0.00039002,0.098138
A889,97,89,40243.89,31498.53,89,97,1.0778,1.2776,0.00048371,0.00026543,0.095532
A1081,100,88,39784.17,37184.75,88,100,1.1236,1.0699,0.00048368,0.00032854,0.096948
A1595,94,112,37045.59,48781.06,112,94,0.8319,0.7594,0.00048365,0.00063301,0.09456
A7,97,96,39070.35,35965.39,96,97,1.0,1.0863,0.00048361,0.00036041,0.095058
A58,95,107,38343.13,42205.21,107,95,0.8796,0.9085,0.0004836,0.00060057,0.092463
A1629,98,104,38490.22,41067.37,104,98,0.9333,0.9372,0.00048353,0.0001822,0.098109
A287,94,103,35652.94,40644.95,103,94,0.9038,0.8772,0.00048346,0.00064963,0.09718
A1899,98,84,39572.24,31480.4,84,98,1.1529,1.257,0.00048346,0.00044763,0.093084
A529,95,117,33800.66,48298.63,117,95,0.8051,0.6998,0.00048345,0.00098075,0.099254
A735,94,95,48882.4,46207.81,95,94,0.9792,1.0579,0.00048338,0.00035051,0.097474
A1259,98,107,41967.06,49489.95,107,98,0.9074,0.848,0.00048334,0.00043296,0.097431
A817,100,120,50337.66,43524.6,120,100,0.8264,1.1565,0.00048325,0.00054228,0.092163
A1443,93,104,36431.64,42389.59,104,93,0.8857,0.8594,0.00048319,0.00037358,0.097394
A1885,100,110,36667.27,46547.96,110,100,0.9009,0.7877,0.00048318,0.00040903,0.095709
A228,99,108,40112.19,42801.4,108,99,0.9083,0.9372,0.00048318,0.00054056,0.097066
A230,100,116,40415.89,46081.47,116,100,0.8547,0.8771,0.00048311,0.00128422,0.095985
A192,95,93,35560.75,36003.29,93,95,1.0106,0.9877,0.00048306,0.00029884,0.096416
A763,96,83,38290.29,36424.93,83,96,1.1429,1.0512,0.00048295,0.00076808,0.092887
A546,94,92,40953.3,37021.21,92,94,1.0108,1.1062,0.00048295,0.00025646,0.097251
A278,97,107,42655.88,45397.9,107,97,0.8981,0.9396,0.00048292,0.00069913,0.094945
A601,94,106,35578.38,69959.52,106,94,0.8785,0.5086,0.00048292,0.00059104,0.097677
A111,98,93,42124.77,35604.37,93,98,1.0426,1.1831,0.00048288,0.00048216,0.092476
A978,96,100,35862.83,40870.42,100,96,0.9505,0.8775,0.00048274,0.00050584,0.09546
A1093,101,97,40301.01,35133.22,97,101,1.0306,1.1471,0.0004827,0.0006551,0.098672
A1975,94,118,42811.13,52776.01,118,94,0.7899,0.8112,0.00048258,0.00032549,0.094675
A1369,96,104,37915.29,38632.32,104,96,0.9143,0.9814,0.00048255,0.00078776,0.096372
A1926,98,105,40807.52,44654.64,105,98,0.9245,0.9138,0.00048253,0.00091865,0.095182
A1805,96,98,35225.11,53158.2,98,96,0.9697,0.6626,0.00048248,0.00029608,0.094947
A1165,96,103,38500.94,40862.76,103,96,0.9231,0.9422,0.00048234,0.00051358,0.096429
A389,95,107,31762.67,43157.86,107,95,0.8796,0.736,0.00048222,0.00060145,0.096908
A284,97,113,37698.72,42073.61,113,97,0.8509,0.896,0.00048221,0.00077158,0.093564
A710,96,97,38124.59,46392.29,97,96,0.9796,0.8218,0.00048201,0.00041118,0.094721
A1497,98,83,43711.23,35252.73,83,98,1.1667,1.2399,0.00048196,9.82e-05,0.093911
A931,97,110,38834.49,47171.48,110,97,0.8739,0.8233,0.00048189,0.00038948,0.095729
A100,99,110,38960.79,42617.25,110,99,0.8919,0.9142,0.00048182,0.00054202,0.09843
A1221,95,108,39066.25,45713.21,108,95,0.8716,0.8546,0.00048181,0.00099755,0.092836
A752,96,81,40750.28,36312.99,81,96,1.1707,1.1222,0.00048169,0.00058078,0.092751
A263,98,92,43110.23,45899.45,92,98,1.0538,0.9392,0.00048162,0.0002807,0.094044
A1996,94,102,40400.82,46975.63,102,94,0.9126,0.86,0.00048158,0.00059975,0.09262
A469,95,99,38506.61,36977.8,99,95,0.95,1.0413,0.00048155,0.00019115,0.098296
A1977,97,99,34440.57,38927.53,99,97,0.97,0.8847,0.00048152,0.00029804,0.097187
A195,94,96,45066.6,45911.63,96,94,0.9691,0.9816,0.00048147,0.00032878,0.09254
A593,97,104,34716.75,39392.39,104,97,0.9238,0.8813,0.00048145,0.00084802,0.097187
A577,96,92,36083.37,43328.92,92,96,1.0323,0.8328,0.00048144,0.00020186,0.095641
A872,97,102,38318.64,42093.83,102,97,0.9417,0.9103,0.00048143,0.00020863,0.096416
A155,96,94,33370.03,38237.72,94,96,1.0105,0.8727,0.00048143,0.00047578,0.096276
A528,96,118,39131.58,48011.23,118,96,0.8067,0.8151,0.00048141,0.00071448,0.096433
A1888,96,89,38848.34,38871.3,89,96,1.0667,0.9994,0.00048134,0.0003696,0.097315
A821,94,96,32997.11,33830.66,96,94,0.9691,0.9754,0.00048126,0.00037128,0.094103
A229,97,95,38845.53,40362.58,95,97,1.0104,0.9624,0.00048126,0.00037329,0.094972
A1539,98,119,42085.09,48628.45,119,98,0.8167,0.8654,0.00048124,0.00053128,0.099006
A1488,96,111,34500.38,46023.22,111,96,0.8571,0.7496,0.00048124,0.00058119,0.09619
A1395,96,102,38099.71,44495.56,102,96,0.932,0.8563,0.00048117,0.00061944,0.094056
A1856,93,103,36741.13,46440.83,103,93,0.8942,0.7911,0.00048108,0.00061824,0.09034
A796,97,92,37421.1,36168.03,92,97,1.043,1.0346,0.00048103,0.00037252,0.095598
A71,100,98,45406.02,41961.98,98,100,1.0101,1.0821,0.00048093,0.00017174,0.097234
A1486,94,90,37046.39,34372.28,90,94,1.033,1.0778,0.00048088,0.0003527,0.093477
A1294,96,95,37539.9,37677.91,95,96,1.0,0.9963,0.00048088,0.0003445,0.096255
A1680,97,101,58967.59,56821.61,101,97,0.951,1.0378,0.00048081,0.00048136,0.092732
A1053,98,122,35212.24,55602.4,122,98,0.7967,0.6333,0.00048073,0.00065603,0.092347
A1483,97,107,40160.23,42823.04,107,97,0.8981,0.9378,0.00048071,0.00052327,0.097489
A281,98,100,38888.43,40687.84,100,98,0.9703,0.9558,0.00048063,0.00028047,0.097474
A564,96,104,36238.15,44843.54,104,96,0.9143,0.8081,0.0004806,0.00019588,0.09675
A897,94,109,36442.72,71239.7,109,94,0.8545,0.5116,0.00048058,0.00069156,0.092821
A1897,93,92,39442.4,40575.85,92,93,1.0,0.9721,0.00048058,0.00038076,0.094784
A94,95,90,37061.29,37572.69,90,95,1.044,0.9864,0.00048058,0.00045091,0.095474
A219,94,104,43814.4,41506.89,104,94,0.8952,1.0556,0.00048057,0.00088464,0.09749
A505,95,83,34744.2,37519.24,83,95,1.131,0.926,0.00048057,0.00036516,0.094798
A1112,94,102,36251.87,43158.78,102,94,0.9126,0.84,0.00048047,0.00068518,0.095729
A1901,95,108,37193.03,44467.48,108,95,0.8716,0.8364,0.00048042,0.00023411,0.095932
A1972,91,104,59404.84,64075.67,104,91,0.8667,0.9271,0.00048032,0.00073813,0.096889
A731,94,96,39464.97,41557.73,96,94,0.9691,0.9496,0.00048026,0.0005392,0.099922
A1978,99,86,53563.32,43008.23,86,99,1.1379,1.2454,0.00048023,4.66e-06,0.092597
A425,93,99,40598.13,39826.02,99,93,0.93,1.0194,0.00048014,0.00043229,0.097323
A105,94,102,38894.46,42385.37,102,94,0.9126,0.9176,0.00048007,0.00029559,0.093469
A217,93,109,33665.86,44288.13,109,93,0.8455,0.7602,0.00048004,0.00023538,0.096313
A1087,95,98,35069.99,37491.42,98,95,0.9596,0.9354,0.00047999,0.00055105,0.094878
A10,95,88,37724.11,40736.95,88,95,1.0674,0.926,0.00047973,0.00015056,0.094975
A936,96,81,41110.0,33226.9,81,96,1.1707,1.2373,0.00047968,0.00049945,0.0998
A137,94,96,36011.73,41611.2,96,94,0.9691,0.8654,0.00047959,0.00018946,0.096341
A491,96,106,42596.27,41987.56,106,96,0.8972,1.0145,0.00047955,0.00058569,0.096179
A1615,96,94,35658.03,38497.46,94,96,1.0105,0.9262,0.00047942,0.00045405,0.093497
A1447,94,90,41518.17,37494.82,90,94,1.033,1.1073,0.00047941,0.00047626,0.09474
A157,101,106,43752.86,38791.09,106,101,0.9439,1.1279,0.00047935,0.00059733,0.095427
A699,100,94,38881.2,35086.83,94,100,1.0526,1.1081,0.00047932,0.00060594,0.094833
A619,95,101,40395.4,40751.01,101,95,0.9314,0.9913,0.00047932,0.00024026,0.093831
A1912,99,94,39441.38,34702.21,94,99,1.0421,1.1366,0.00047915,0.00075403,0.096039
A438,97,112,39179.36,43712.0,112,97,0.8584,0.8963,0.00047909,0.00046743,0.096696
A1123,97,104,40298.83,41979.32,104,97,0.9238,0.96,0.00047888,0.00091379,0.097208
A792,98,89,37027.06,41217.79,89,98,1.0889,0.8983,0.00047883,8.175e-05,0.097044
A587,95,92,35864.78,33649.34,92,95,1.0215,1.0658,0.00047879,0.00048062,0.094122
A244,94,108,38120.36,40982.35,108,94,0.8624,0.9302,0.00047876,0.00068148,0.091762
A532,94,112,44937.08,46317.72,112,94,0.8319,0.9702,0.00047874,0.00042788,0.098549
A976,95,111,39236.41,44819.76,111,95,0.8482,0.8754,0.00047871,0.00042117,0.094975
A1588,95,85,43822.21,33514.48,85,95,1.1047,1.3076,0.00047864,0.00061013,0.100215
A1406,96,104,35608.52,42784.5,104,96,0.9143,0.8323,0.00047852,0.00021898,0.094891
A401,94,108,32791.68,41946.63,108,94,0.8624,0.7817,0.0004785,0.00040723,0.098392
A1863,99,103,57755.67,41887.93,103,99,0.9519,1.3788,0.00047843,0.00030253,0.093638
A343,94,95,35296.82,40430.75,95,94,0.9792,0.873,0.00047839,0.00053829,0.094848
A765,94,108,37548.7,38897.76,108,94,0.8624,0.9653,0.00047837,0.00065986,0.090889
A1071,100,95,37357.81,40631.16,95,100,1.0417,0.9194,0.00047818,0.00056581,0.09698
A1825,95,108,40012.83,46208.43,108,95,0.8716,0.8659,0.00047784,0.00062634,0.096476
A1060,97,117,36356.0,52518.03,117,97,0.822,0.6923,0.00047773,0.00115231,0.093909
A190,94,103,40091.49,39850.58,103,94,0.9038,1.006,0.00047772,0.00055973,0.094225
A1965,96,108,40009.31,40623.34,108,96,0.8807,0.9849,0.00047771,0.00053837,0.097382
A1601,94,90,34297.75,33052.96,90,94,1.033,1.0377,0.00047761,0.00025445,0.096946
A1491,96,93,36124.35,36070.57,93,96,1.0213,1.0015,0.00047753,0.00018017,0.095339
A648,95,76,37308.54,29596.62,76,95,1.2338,1.2606,0.00047749,0.00040016,0.096266
A8,95,93,39448.49,38130.99,93,95,1.0106,1.0346,0.00047746,0.0004553,0.099664
A1581,95,106,42439.46,42587.68,106,95,0.8879,0.9965,0.00047743,0.000391,0.097224
A238,94,116,40579.71,50686.33,116,94,0.8034,0.8006,0.0004774,0.00036118,0.095866
A329,95,110,41924.49,42158.08,110,95,0.8559,0.9945,0.00047738,0.00054893,0.094351
A1279,97,108,52632.7,50977.12,108,97,0.8899,1.0325,0.00047734,0.00021564,0.093947
A753,96,103,63283.43,39176.51,103,96,0.9231,1.6153,0.00047724,0.00050077,0.097967
A114,101,101,53245.04,42522.56,101,101,0.9902,1.2522,0.00047722,0.00030963,0.096889
A33,96,119,40744.04,43088.75,119,96,0.8,0.9456,0.00047722,0.0003844,0.094755
A1614,96,105,37007.72,47682.53,105,96,0.9057,0.7761,0.00047694,0.00061304,0.094236
A1522,94,107,39600.27,41484.96,107,94,0.8704,0.9546,0.00047692,0.00053639,0.097437
A499,94,86,37610.29,32779.1,86,94,1.0805,1.1474,0.00047691,0.00026647,0.09521
A1025,95,103,36944.79,41302.81,103,95,0.9135,0.8945,0.00047682,0.00086696,0.09718
A547,93,106,60249.89,45224.92,106,93,0.8692,1.3322,0.00047675,0.00079425,0.096367
A12,95,111,41521.58,45567.08,111,95,0.8482,0.9112,0.0004766,0.00025443,0.093883
A1472,95,100,38241.15,33326.79,100,95,0.9406,1.1475,0.0004766,0.00018607,0.095288
A494,92,101,33331.21,42657.49,101,92,0.902,0.7814,0.00047653,0.00081229,0.09642
A49,96,110,34999.91,39596.29,110,96,0.8649,0.8839,0.0004765,0.00043973,0.096395
A1622,95,124,33423.45,78424.08,124,95,0.76,0.4262,0.00047649,0.00059221,0.096282
A14,95,86,40984.64,38700.63,86,95,1.092,1.059,0.00047644,0.00046346,0.091872
A331,102,85,45732.59,31571.46,85,102,1.186,1.4485,0.00047618,0.00043959,0.094678
A1931,94,90,36335.7,36027.25,90,94,1.033,1.0086,0.00047614,0.00052591,0.094344
A1582,94,83,39684.59,28157.25,83,94,1.119,1.4094,0.00047606,0.00014902,0.100803
A76,97,80,40616.96,32654.56,80,97,1.1975,1.2438,0.00047593,0.00038323,0.09721
A1151,94,101,38545.69,34123.09,101,94,0.9216,1.1296,0.00047593,0.00050537,0.097704
A1361,94,104,35507.37,38806.79,104,94,0.8952,0.915,0.00047584,0.00071091,0.098344
A1732,95,98,36587.22,41863.89,98,95,0.9596,0.874,0.00047583,0.00036013,0.096199
A1592,98,95,40343.03,36674.98,95,98,1.0208,1.1,0.00047582,0.00052861,0.094395
A613,95,94,34307.4,42231.03,94,95,1.0,0.8124,0.00047574,0.0004561,0.093073
A171,94,120,34407.24,49776.36,120,94,0.7769,0.6912,0.00047572,0.00036277,0.091878
A608,95,127,38877.6,51311.89,127,95,0.7422,0.7577,0.00047569,0.00057489,0.097335
A1067,95,90,38292.54,34933.81,90,95,1.044,1.0961,0.00047566,0.00023366,0.09833
A945,95,92,38986.38,36690.75,92,95,1.0215,1.0626,0.00047563,0.00035134,0.093152
A1587,95,115,40239.69,52277.12,115,95,0.819,0.7697,0.00047561,0.0001467,0.094673
A310,96,98,39207.67,39009.14,98,96,0.9697,1.0051,0.00047558,0.00067349,0.096876
A759,95,83,36397.46,30559.76,83,95,1.131,1.191,0.00047557,8.151e-05,0.096989
A1232,95,111,40392.9,46479.33,111,95,0.8482,0.8691,0.00047556,0.00010616,0.096447
A227,93,95,40144.09,38170.22,95,93,0.9688,1.0517,0.00047552,0.00036906,0.098262
A1521,97,104,41498.96,42999.6,104,97,0.9238,0.9651,0.00047547,0.00045892,0.096814
A1434,95,108,37835.49,40588.07,108,95,0.8716,0.9322,0.00047542,0.00058993,0.097895
A1613,96,98,36544.46,37517.07,98,96,0.9697,0.9741,0.00047538,0.00070216,0.09283
A860,96,103,38582.66,41833.32,103,96,0.9231,0.9223,0.00047526,0.00039216,0.09715
A1137,94,106,32791.73,48679.4,106,94,0.8785,0.6736,0.00047526,0.0004249,0.096541
A639,96,93,45233.38,47823.59,93,96,1.0213,0.9458,0.00047522,0.00019179,0.094014
A1162,97,97,39060.94,37704.93,97,97,0.9898,1.036,0.0004752,0.00042787,0.09689
A203,95,89,39367.16,31143.68,89,95,1.0556,1.264,0.00047519,0.00030391,0.095542
A368,95,111,39346.86,46235.55,111,95,0.8482,0.851,0.00047516,0.00043463,0.094447
A1544,96,94,33272.61,45157.55,94,96,1.0105,0.7368,0.0004751,0.00049759,0.096739
A1747,97,103,38841.39,39376.99,103,97,0.9327,0.9864,0.00047491,0.00042275,0.092174
A780,94,86,42164.88,32335.92,86,94,1.0805,1.304,0.00047482,0.00029439,0.099661
A1855,94,101,36793.77,39101.46,101,94,0.9216,0.941,0.00047466,0.00083153,0.097466
A997,93,101,36327.77,45446.01,101,93,0.9118,0.7994,0.00047463,0.00045152,0.095509
A5,94,117,34439.26,47610.72,117,94,0.7966,0.7234,0.00047459,0.00104815,0.098371
A60,94,91,36728.32,36705.63,91,94,1.0217,1.0006,0.00047451,0.00033335,0.094595
A154,92,96,34353.75,39399.4,96,92,0.9485,0.8719,0.00047447,0.00086067,0.094784
A831,96,111,41262.29,44375.2,111,96,0.8571,0.9299,0.00047444,0.00109722,0.097647
A168,93,88,35094.44,37592.73,88,93,1.0449,0.9335,0.00047434,0.00055891,0.10086
A1864,93,124,35103.61,50462.94,124,93,0.744,0.6956,0.00047405,0.00037579,0.091185
A360,92,89,37700.72,36110.89,89,92,1.0222,1.044,0.00047405,0.00052693,0.092479
